Close_AAPL,Close_AMZN,Close_GOOG,Close_META,Close_TSLA,High_AAPL,High_AMZN,High_GOOG,High_META,High_TSLA,Low_AAPL,Low_AMZN,Low_GOOG,Low_META,Low_TSLA,Open_AAPL,Open_AMZN,Open_GOOG,Open_META,Open_TSLA,Volume_AAPL,Volume_AMZN,Volume_GOOG,Volume_META,Volume_TSLA,Date
-1.3526971538842543,-1.6663222881452127,-1.1509291128527595,-0.714698903031276,-1.2030425471197017,-1.3590649028713415,-1.6757139159390344,-1.1635100207551055,-0.7262196769812463,-1.2024244784157256,-1.3467472867542285,-1.6516706557911827,-1.1489749412824928,-0.7152666643254156,-1.1988202591958748,-1.3518941810534761,-1.6651314919428477,-1.1471687294193689,-0.7270130451519864,-1.2016338530549207,0.4454581639339255,0.1106280773433668,-0.3523275380668735,0.031663790472350795,-0.5342478858390325,2018-01-18
-1.3558713190172134,-1.6646981384196602,-1.1411882949441396,-0.7023119843827035,-1.1998061383081915,-1.3611119642502434,-1.6649880216285124,-1.156824059437846,-0.7147830860325258,-1.203417061761726,-1.350112294899864,-1.6400011889832686,-1.1352215221863238,-0.6892926442840565,-1.1995137628023316,-1.354913491741354,-1.6418798338924259,-1.1466387509491294,-0.7044153925091382,-1.2020314101278975,0.5346851230485742,0.3881673589864175,0.5284834074118596,0.2548469000744133,-0.6845376019629758,2018-01-19
-1.3616641929277358,-1.622506044907366,-1.1180980174078166,-0.6683927115471027,-1.1988916487722092,-1.3681976797518085,-1.6465369505056766,-1.1293055671968688,-0.6899347723812187,-1.1992145626199393,-1.3533571035600378,-1.6352266845831744,-1.1265491746004264,-0.6872750246844452,-1.1954987483350654,-1.3601177731626337,-1.6609836502614153,-1.1394965546132112,-0.7048306572772468,-1.1994205680487202,0.14954659245424953,0.1675850147653997,0.28519734971238886,-0.1106395245834395,-0.4353864625429565,2018-01-22
-1.3615054267037037,-1.5770914196094685,-1.1002315171592443,-0.6353050620863893,-1.198161226037268,-1.3616630323821057,-1.5987169974027822,-1.1146253321876842,-0.6557070572110751,-1.1976647482412681,-1.3524757169976471,-1.582304562802651,-1.0964445483760756,-0.6440689865809553,-1.1944037554651006,-1.3601176868144753,-1.608270955015635,-1.1112814731227523,-0.6612138349069683,-1.193130803642422,0.5538098427094228,0.6854302444010556,-0.14746306126500955,0.18211085540997465,-0.5757824982951041,2018-01-23
-1.3726940335359528,-1.5835754297285327,-1.1074614709824337,-0.6585828694717445,-1.202258674674951,-1.3700868939822146,-1.569016499217156,-1.1043365838307024,-0.6465741089047835,-1.2010023718108294,-1.3669768766763064,-1.581445818996115,-1.0935156439655287,-0.6359152457197419,-1.1989541005534428,-1.3603161416084548,-1.5609560363035397,-1.08922432885128,-0.6293111171265239,-1.1963468940248605,1.8879039232934691,1.5096957469167294,-0.02065665790729537,0.09691519030375798,-0.6093079409263887,2018-01-24
-1.385033614982178,-1.5572265165050392,-1.099726829609253,-0.6508513848483848,-1.2071578179905667,-1.3793377609976059,-1.581555566505947,-1.1092353261931307,-0.6633590113597447,-1.2042238958945053,-1.377672713296141,-1.5559215153927335,-1.0913379788971096,-0.6352427724275965,-1.2032854435868725,-1.3712014992151482,-1.569741354470141,-1.095281202250847,-0.6454286707849304,-1.200091074247127,1.1941909386561491,0.47596758495942754,0.0763844100514823,-0.3439753869564727,-0.3355262486569659,2018-01-25
-1.3834466612321072,-1.526159366698425,-1.0928250484302031,-0.6299013582015651,-1.2040639360753027,-1.3909504383242477,-1.5506673289612485,-1.1093603247768231,-0.6520045707357434,-1.207242283243615,-1.3795555748041386,-1.5256225088816742,-1.0972596314141507,-0.6334776459101287,-1.2037051902735392,-1.3811730527385429,-1.5388120025482024,-1.0920634108858112,-0.6470902817825653,-1.2041082205713831,1.0213440405092369,0.5284464592802582,0.8938680858294169,-0.319797639252819,-0.750288174948109,2018-01-26
-1.3975317050196174,-1.5060108225737405,-1.0931531243538464,-0.6633216570122332,-1.2000971215185874,-1.3981934024468567,-1.513816039729474,-1.0955510645069917,-0.6615488912821611,-1.2032661540191654,-1.3915330011246512,-1.5002151262450172,-1.0795967002299232,-0.6433965042149129,-1.2021417700566843,-1.388482676259181,-1.5166939149165475,-1.0902968273814537,-0.6387822628462713,-1.205087275740725,1.8542400701631798,0.9534096160527756,-0.07790936936341303,-0.14906408141889227,-0.7111468908867384,2018-01-29
-1.4014596393695529,-1.4800486210325088,-1.1081553438232998,-0.6538442093831138,-1.2023002485592178,-1.4091761206461733,-1.5037796811131379,-1.108510490687432,-0.6669792451928575,-1.2047637227988384,-1.4010269140127427,-1.5111951762151825,-1.0903701688914862,-0.6752548037490427,-1.1997753539082154,-1.4068762328261577,-1.5244358844126416,-1.1012119138185226,-0.648170284383407,-1.2019483438217196,1.5215713670323123,1.0389456528173127,0.1914972887881857,-0.12337165961270301,-0.716687351894944,2018-01-30
-1.3996347617121498,-1.4632001083896693,-1.1002694315938162,-0.655756369611993,-1.197258595337092,-1.4049642796430317,-1.4612207742985763,-1.112909493369083,-0.6534033029094689,-1.2001665086548308,-1.393816522426276,-1.4356886481439919,-1.0959606894449674,-0.6468429767380026,-1.1979381767715704,-1.4015530403904994,-1.4624354596962252,-1.0977544831203028,-0.6419393745490276,-1.2005420395766409,0.5385825091006714,1.3170887182492894,0.16476923251158967,1.2972849102403847,-0.4346891936405633,2018-01-31
-1.3982458631908412,-1.5416929416017322,-1.1030957979383635,-0.604212798917973,-1.200263400065919,-1.404255553567782,-1.4774372353969367,-1.1116597523155456,-0.6082324692983514,-1.1981523295466032,-1.3927748232884911,-1.5201194816498675,-1.0980109467338373,-0.6243994121642078,-1.1958455001382937,-1.4003610277770542,-1.4705510926856566,-1.1077987651913224,-0.6431856423799343,-1.1984711709290192,1.6072414180585228,2.6701178739170337,1.4911490252376682,1.9903718943470623,-0.814681900339396,2018-02-01
-1.42713075301913,-1.490193803349915,-1.1735018390130758,-0.6275735774630296,-1.203529472956681,-1.4114201707330847,-1.4287619384970727,-1.1753071680983989,-0.6173652460340174,-1.202627648364277,-1.4194542422994492,-1.4825745513232318,-1.16199223626761,-0.6068310112459525,-1.2007851860808356,-1.4050093487770754,-1.4288267773809775,-1.1590427545727144,-0.6114490065223659,-1.199990199529917,4.4587805847630095,3.6824117113674575,5.205437663947816,0.24540395274061408,-0.9075694252014544,2018-02-02
-1.443040932096861,-1.5416929416017322,-1.244286540831026,-0.7025612802173824,-1.2098359950426338,-1.4229145102538898,-1.4785865914466692,-1.1916408199700494,-0.6469854307601894,-1.206969463567728,-1.4358782460119843,-1.6039260088054064,-1.2323484689858601,-0.6855939365695705,-1.2053537711877385,-1.4324208169780293,-1.5251444887753354,-1.1986650425856438,-0.6539027593243744,-1.2062028224493413,3.455073280532116,3.868226172409478,3.5962871849318407,0.6542201968086583,-0.7644785393670844,2018-02-05
-1.417092541127017,-1.4735773963963272,-1.2129949455265991,-0.6688916855720352,-1.2093371763903757,-1.4235445013456896,-1.497727198263691,-1.226994928558568,-0.6868083304498268,-1.211758222765405,-1.4438901536213626,-1.5635058946383016,-1.2691426506021004,-0.7097188906575788,-1.2111329505036137,-1.4493844108823128,-1.5781661787667893,-1.2786918176851079,-0.7233576419823997,-1.2137742661766118,3.129467684094175,3.652775990394333,3.0643077466539093,0.9476677071421515,-0.6468285459173317,2018-02-06
-1.4309397254153993,-1.5071711543202628,-1.2533964509419084,-0.7115398812734277,-1.2027871913859334,-1.4248042004991734,-1.4760199755383585,-1.226907449011212,-0.69248545147015,-1.2060813548127312,-1.4235802832431674,-1.4810783996658432,-1.2371495170864484,-0.6911418505892678,-1.2037356135106039,-1.4165699103220488,-1.4653984283961548,-1.210097441873447,-0.6769989937742539,-1.2055975911226398,1.9243785306769436,1.6884157484388678,1.4259993880634654,0.30398825150144626,-0.2923898022359369,2018-02-07
-1.4483578293763095,-1.5926120123301566,-1.3127748079039698,-0.7830360403718354,-1.2204656404310497,-1.4342517552574132,-1.510802657687575,-1.255850587412656,-0.719143850000342,-1.2045605694572796,-1.4397641363533402,-1.565912600581539,-1.297766240099222,-0.762339776348088,-1.2165471379976998,-1.427693531169809,-1.4902860681693784,-1.2430696899658822,-0.7030862208847758,-1.2030342155041356,2.125905264103136,2.4008303040559733,2.1699809090807607,0.9932853815775118,0.338054356160351,2018-02-08
-1.4408281238239022,-1.6066630613183022,-1.2670234983941564,-0.7453756731418942,-1.223321971855991,-1.4439599249983182,-1.5749666915214073,-1.274158750074695,-0.7597892552987306,-1.2206043858097493,-1.4564983022746223,-1.675204523854079,-1.308081401395587,-0.7984848870103259,-1.2286164956227132,-1.437941270125465,-1.56266926671276,-1.2912221660597034,-0.7550110164444854,-1.2169072902528724,3.3054151049739824,5.199821003570344,3.1522369772456655,1.0826004532387414,0.8316265135273976,2018-02-09
-1.41572985674493,-1.5465528019952437,-1.2491569981455841,-0.7428818226320977,-1.2201687108130144,-1.4202447574487158,-1.561801995774286,-1.2522514734035175,-0.7544413002001173,-1.2222877038026432,-1.4272567914459802,-1.5736272008019307,-1.2464865821878233,-0.759313671423074,-1.2216267220978658,-1.4322371497625137,-1.5740311135856553,-1.2524200619118009,-0.7359028143639086,-1.2191621169004419,2.591635653116757,1.4751794403164515,0.9529431647589388,0.5885568563217498,-0.4321074141911614,2018-02-12
-1.4092362215697147,-1.5100972596027284,-1.248955142469687,-0.7699838230233529,-1.2154596146855514,-1.4168455775599016,-1.5287175315144517,-1.2561631007163594,-0.7674412213049037,-1.2187411144440823,-1.4106047995011621,-1.5222141336717283,-1.2424636910281794,-0.7487220787457254,-1.2178185612762038,-1.4184754478874066,-1.5466441937925561,-1.256205677450079,-0.7478662531446318,-1.2198207564836805,0.5436751901315716,1.0620906980594815,-0.25073055142458517,-0.0631142480356809,-0.7463683930103309,2018-02-13
-1.3971652867443565,-1.462993967065656,-1.2267480197856004,-0.7170268112216698,-1.216261292373748,-1.4058181758516277,-1.4874227409993754,-1.2394794261006485,-0.7358463865189392,-1.2175918109080806,-1.4056575391168067,-1.496416485125767,-1.239072266155023,-0.7477975166297182,-1.2141624644260722,-1.414127673396402,-1.5204682896661856,-1.251221248858578,-0.7658946887318507,-1.2163673168213167,1.1301448604282844,1.0828709234616896,0.1907379690076006,0.3881382210975442,-0.8612293108505107,2018-02-14
-1.3747760931538262,-1.4491878092496446,-1.2017400649680052,-0.7133686879870308,-1.2092777972626632,-1.3838817186911736,-1.4658686618331358,-1.2147865818479235,-0.7301689876668818,-1.2129771760287427,-1.381041641783557,-1.4528609436761288,-1.2166722523028617,-0.7172840981026266,-1.2118021224822577,-1.3872026586333297,-1.4423527668428489,-1.213214278605755,-0.7073230990815164,-1.2141955734564849,1.8909537365424152,0.9286544807068038,0.6274987068001586,-0.11934731628588253,-0.4914506513164651,2018-02-15
-1.377006935724038,-1.4660361251927476,-1.195077860458432,-0.7349838858819022,-1.208434562679936,-1.3770436468948821,-1.4698780615265403,-1.1983016289525004,-0.7352702537392751,-1.2077530811247286,-1.3698999170226256,-1.4402158120949544,-1.1861434076368362,-0.7218232545539551,-1.2061811161517633,-1.3769509949426368,-1.4546162415137127,-1.20142835711497,-0.719868172504048,-1.2094485708814209,1.0961839946062926,0.33488343961368533,0.378593682724358,-0.13688965066169206,-0.5423889714021101,2018-02-16
-1.379317837692413,-1.4406925443232927,-1.1854128714189562,-0.7462071690649235,-1.2088621093892027,-1.3792574375984883,-1.440547757694956,-1.1867045247982027,-0.7511500784201799,-1.2090765089790696,-1.3713080450860557,-1.4403069270758142,-1.1858798869752714,-0.7318262757731976,-1.206266276849108,-1.3781878696827417,-1.4686316692177774,-1.19870286954943,-0.7466199483162731,-1.208279632892827,0.6437394903873678,1.3545736284784542,-0.010785500759688876,-0.10142472899730255,-0.8501672339395697,2018-02-20
-1.3824250827009221,-1.421910473269144,-1.1742083822389644,-0.7304114230163908,-1.2097350590203904,-1.3798106379172443,-1.42175182130546,-1.1616853102384663,-0.7238335320534315,-1.2097440436571776,-1.3729570185914572,-1.3981175148163245,-1.1631993792027466,-0.7209827329555791,-1.2052503704718334,-1.375076382833996,-1.4190236635444655,-1.178639252413363,-0.7388103943240203,-1.2073539690034627,0.9002642812624855,1.2565593934094437,0.12558833183339774,0.025066402435783695,-0.9990058769423162,2018-02-21
-1.3767280481986592,-1.4187910121455474,-1.18015127641713,-0.7214329494122037,-1.2020924131173556,-1.380482394948889,-1.4229648897519145,-1.175619576852741,-0.7325551618693316,-1.205245508263725,-1.370141251320576,-1.4022284083645349,-1.167962138357049,-0.7124928370773286,-1.2042891841502406,-1.379184780461379,-1.4056781175791138,-1.1663740181467945,-0.7222776787448514,-1.2076506513592293,0.4308610767685429,0.528848981806209,-0.1716094302876162,-0.2751179220022925,-0.2922767316031164,2018-02-22
-1.3647767194090121,-1.3998928882467727,-1.1547142694776944,-0.6856847424111416,-1.1986006655618133,-1.3737633249432513,-1.4262081819715864,-1.1700459423289484,-0.7063904076635231,-1.2008630557491655,-1.3627808545071034,-1.3882564520947593,-1.1652574042773864,-0.6948403226926072,-1.1967762632228216,-1.371725764449851,-1.4057038671412532,-1.1708536803099476,-0.7123078631643903,-1.2003521567573887,0.6351840760239351,0.30746159253328964,-0.2569569736253831,-0.2406986958480217,-0.5094477270403981,2018-02-23
-1.3509526576660364,-1.3715972377296142,-1.133314956379183,-0.6720509622336001,-1.1954117770422095,-1.3589807538918215,-1.3970438810819195,-1.149200901694875,-0.6877135035077477,-1.1985354362609348,-1.352041365418753,-1.3615871567493296,-1.1372654656952998,-0.663654808116362,-1.1935764105010758,-1.3610353700727231,-1.38784959250143,-1.1517240679809093,-0.6734267103230478,-1.1969877251970669,0.9502928092843872,0.577604522761995,0.19574947955946234,-0.32990602918396644,-0.7878653152554623,2018-02-26
-1.3532632375933888,-1.3844495985225898,-1.165439218436748,-0.7008985432750405,-1.1992301352847752,-1.3546724593697084,-1.3920129398104937,-1.1491008984971267,-0.6956121397930005,-1.1979607844929339,-1.3441979929716603,-1.3613140103143335,-1.148338129618528,-0.6784489525305645,-1.1950060067649606,-1.3500658366521496,-1.368140366579848,-1.1347646274592074,-0.6745066325549659,-1.195355955263791,1.0057762289368264,0.5040435311444932,0.5222569852110617,-0.4408067911934648,-0.7016678028352847,2018-02-27
-1.3543389190163335,-1.3838437633336953,-1.1825487840808298,-0.7270029779720053,-1.2039392314122384,-1.35411913450411,-1.3895612789910696,-1.169733601160352,-0.7105868068030177,-1.2007179438470532,-1.3446404656698676,-1.3550824602508145,-1.1671345902349726,-0.7063565770745042,-1.1997449306711505,-1.3494276849722637,-1.3745683221606555,-1.1577430883124222,-0.6923688233224989,-1.197539565243791,0.9227575594999609,0.35621713348907574,0.6870293775980316,-0.2549138172370899,-0.4619015259393688,2018-02-28
-1.36676860754062,-1.4083364211423846,-1.226975119511047,-0.7467888593458408,-1.2111424377907276,-1.3574393503620183,-1.4025983551056136,-1.191490768164084,-0.7332954601937771,-1.2045315404340602,-1.366320330203278,-1.4162265676353418,-1.2132833792051458,-0.7377101772968508,-1.207136193459506,-1.3522998085585283,-1.382181543846052,-1.1768726618016307,-0.7197019140054928,-1.2020254683320337,1.7210624768885432,1.5236330893777745,1.648783811687138,0.025117102824153085,-0.3081443104089296,2018-03-01
-1.3619480398848591,-1.3995706940781334,-1.2151146719247614,-0.741135987078196,-1.2086542739473407,-1.3711940270450995,-1.4248674938925547,-1.2266337436290005,-0.7580615050100142,-1.212338686980847,-1.367164936159142,-1.4292228591318568,-1.2373340513730313,-0.7496467620139354,-1.2114553706790292,-1.375195967037219,-1.4395057694533187,-1.246009789913228,-0.767223941265972,-1.2127239943397008,0.9714314198792191,1.3990523675960136,1.277780166893251,-0.17614442635669364,-0.6459993612766479,2018-03-02
-1.3595179183300001,-1.3694575379942913,-1.1999609881580129,-0.7097109471079664,-1.2097053609616661,-1.3655024100720956,-1.3938005888622473,-1.2077620409228085,-0.7248210267791207,-1.2108701306174008,-1.3588389409057187,-1.3954114594370592,-1.210737862229144,-0.7252697524824161,-1.2076106950110501,-1.3655827298691565,-1.4071208793050978,-1.218173329954757,-0.7430476217539473,-1.2095138627296858,0.24319976509646582,0.7179339383715796,-0.3462529798221926,-0.41929081387920414,-0.885143749692051,2018-03-05
-1.3601157552839414,-1.3513713906084246,-1.194749881255285,-0.7148653551581117,-1.2127636154003023,-1.3634868685990131,-1.3724125126379254,-1.201825853722365,-0.7147007539534511,-1.211671152302739,-1.3523633917431852,-1.3342673520525319,-1.1842815729370395,-0.6982028837845574,-1.2089855364100572,-1.354812937629869,-1.3569330170797895,-1.1877877737525364,-0.6966890399322038,-1.2087068649920043,-0.09096848991690014,0.37971438594145146,0.1558092591006853,-0.48916228660077216,-0.7980982075257195,2018-03-06
-1.366649130321318,-1.341883775510653,-1.1763535461276684,-0.6821931987551962,-1.2103288842769886,-1.3729727708698283,-1.3675986221614485,-1.1888665028601688,-0.702852602643785,-1.2139175137757447,-1.3598445899861307,-1.3414094564018997,-1.189748634624081,-0.7069449195353941,-1.2122036291503637,-1.3666598439329949,-1.3655382848729574,-1.2004442701188656,-0.7219452819996783,-1.2136378085904564,0.4824108893089213,0.18469222211830708,-0.20911982744852087,-0.23499490215646512,-0.6621119264535723,2018-03-07
-1.3590400094527924,-1.3330405487501602,-1.1557111676336473,-0.693582679161337,-1.2122291522816806,-1.3679531479516178,-1.3561319494645758,-1.1696460489618161,-0.6980804532923433,-1.213453165653181,-1.3566268414855014,-1.3118262682372042,-1.1549602476455876,-0.6785330255667323,-1.2094478721476951,-1.3645059029402087,-1.3352915911900298,-1.1674720143058346,-0.6819006801835672,-1.2092349718083917,-0.09201165644385552,0.027960013576228966,-0.11405299091926449,-0.3535957856495648,-0.933688741382995,2018-03-08
-1.346928819499637,-1.2981963706003148,-1.1127608836983356,-0.6695568568200868,-1.2133752628900822,-1.356569537710784,-1.3254099097009284,-1.1281558649766568,-0.6889477276112849,-1.2162451664779608,-1.347295002104885,-1.293834136384911,-1.1299226399944116,-0.663738791435021,-1.2118203799054161,-1.3546130646173136,-1.3179010052302607,-1.1413768056408664,-0.6789930258749132,-1.2144329227364101,0.5173062584779773,0.3659279894276379,1.059703525909206,-0.2711823043551185,-0.5679806246304882,2018-03-09
-1.3399970797175798,-1.2730591277546102,-1.1071333950587905,-0.6734641484375463,-1.202484332349995,-1.3471231811739717,-1.291712481526455,-1.1078481258721826,-0.6840931347880173,-1.2053790118779482,-1.3359524893150432,-1.2579022786823886,-1.0981382934617223,-0.6552488337187811,-1.209307956585473,-1.3453191532884388,-1.2804149499168167,-1.106234030924232,-0.6680264670186358,-1.2117568057855272,0.5188927409043885,0.687895694872504,1.126979258469047,-0.4755745825177751,-0.04838337660925144,2018-03-12
-1.3469686881782073,-1.2862208972333429,-1.1403555314705052,-0.6974067447153791,-1.2046637077395403,-1.3427357541998408,-1.2761216488864247,-1.108210620188084,-0.6849979950592975,-1.2053790118779482,-1.3398539237206286,-1.2692074840744463,-1.1288160483185266,-0.6813909186580114,-1.209307956585473,-1.3361445471815743,-1.2503229501682693,-1.0984737359699925,-0.6648691762116918,-1.2117568057855272,0.4816864681096467,1.3710267367266917,0.7243879108028193,-0.30025897708496463,-0.4814815905227891,2018-03-13
-1.3530640230169464,-1.2825854927005027,-1.1260724288914667,-0.6782028085261772,-1.2136959271694665,-1.354514314491162,-1.2902952216678765,-1.1309177063555418,-0.6993147414146643,-1.2096743939298418,-1.3456057839740285,-1.2524512604374778,-1.118488262111709,-0.6751707579337262,-1.2108713768023278,-1.3451993631011734,-1.274746901261439,-1.1297550394320248,-0.6898764505900521,-1.206920812084981,0.31325129506631666,0.22761118644780715,-0.2107903309658081,-0.3792121568731999,-0.10427795943352926,2018-03-14
-1.3522276180736281,-1.293774953919805,-1.1259588790287436,-0.6809460823225112,-1.2143075746592464,-1.3556211852942945,-1.302464094602626,-1.1278059798919131,-0.7013715090569497,-1.213714360434186,-1.3445601375659795,-1.2690772630996223,-1.1272751290913152,-0.6723125917818829,-1.2125929525999655,-1.3524593599034185,-1.27732323340619,-1.123761287871729,-0.6845591390311769,-1.2112998986601495,-0.16664877260511438,0.13216303248173258,-0.052851816604104235,-0.45573171801970447,-0.36859940875696845,2018-03-15
-1.3547372193528098,-1.307490826556692,-1.1434341448695515,-0.6707206197374964,-1.2168313829689972,-1.3600478725501668,-1.312002444393209,-1.1343043733662785,-0.6904285594847217,-1.2168778430784155,-1.346370003506805,-1.2828802894157774,-1.130560585221472,-0.6620575185146855,-1.2138278784367502,-1.3518608685175095,-1.2922017628457854,-1.1184866224035364,-0.6741742488127398,-1.2151271621651536,1.0403021432942523,0.814086506758068,2.5236720628773073,0.10128176125207185,-0.45293125573560744,2018-03-16
-1.3655733200819644,-1.3419740606897772,-1.1887439253134946,-0.7748888077869611,-1.2214573483176625,-1.3665695471652202,-1.3474746622366116,-1.176656909339693,-0.7575678714661037,-1.2207378894239722,-1.3622979903685555,-1.3377148332564417,-1.185255856417191,-0.7742760759469898,-1.2195462286830936,-1.3571660868611566,-1.3294560720999737,-1.1615538555973448,-0.7363181863597743,-1.2189425590549892,0.6086992369784568,1.395630926125432,2.0891892844265048,4.140626065481336,-0.1953186639595192,2018-03-19
-1.3658124033369774,-1.2883735791512847,-1.1914061569757237,-0.8115513544188956,-1.2232447874848325,-1.3692177932239873,-1.3151181169803037,-1.1976393826661298,-0.8149159829940168,-1.223349953482972,-1.3571496178561462,-1.3116180337820362,-1.192323516592156,-0.8424477391391442,-1.220099816727328,-1.3654630690855178,-1.3348536520721155,-1.1880653505638885,-0.8155764228250942,-1.2199097645857224,-0.390813668508637,0.3897271337744767,0.610034351846701,6.7841253024157835,-0.7079055327458835,2018-03-20
-1.3816282243951519,-1.2943678069260802,-1.200024146642134,-0.8012424108667467,-1.2196936608015776,-1.3759765827067023,-1.3112873847725077,-1.1962648001638692,-0.7885867225569191,-1.2197569143658613,-1.3719513617092896,-1.2885133391148242,-1.1901714803566106,-0.8310995992583844,-1.21922990011693,-1.3662608449533065,-1.2883371663478873,-1.195964657572455,-0.8377586203376995,-1.2226511564083105,0.8700776498887142,0.47486064801306294,0.6814104112217018,5.310455138973951,-0.48287612832757554,2018-03-21
