Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,40.479835510253906,59.45050048828125,52.99897003173828,180.5689697265625,21.368667602539062,40.489237224924096,59.5,53.09551287798578,180.7282228227546,21.474000930786133,39.774857509538,58.5255012512207,52.01513130257088,176.71712848408478,20.733333587646484,39.986353061174896,58.599998474121094,52.16989675960985,176.84650833593108,20.799999237060547,102223600,53890000,24752000,18151900,65283000
2018-01-03,40.4727897644043,60.209999084472656,53.86885452270508,183.80372619628906,21.149999618530273,41.01797452323995,60.27450180053711,54.0584548462083,183.91321080270566,21.683332443237305,40.40934432017212,59.415000915527344,52.90989558744239,180.47939751012842,21.036666870117188,40.54328828814392,59.415000915527344,52.9646366156027,181.02682054221148,21.399999618530273,118071600,62176000,28604000,16886600,67822500
2018-01-04,40.66079330444336,60.47949981689453,54.06393051147461,183.46531677246094,20.974666595458984,40.7641906832198,60.79349899291992,54.42074193898868,185.33650262355803,21.23666763305664,40.43755091974221,60.233001708984375,53.94459597952391,183.23639994617054,20.3786678314209,40.54564557158694,60.25,54.14355520696855,184.0326350266955,20.857999801635742,89738400,60442000,20092000,13880900,149194500
2018-01-05,41.123714447021484,61.457000732421875,54.8516960144043,185.9735107421875,21.10533332824707,41.21066058157012,61.457000732421875,54.95222161674794,186.0232640472396,21.14933204650879,40.66547948889534,60.5,54.342605995087446,184.06250391230233,20.799999237060547,40.75712648052057,60.8754997253418,54.442136858306036,184.71941156087465,21.107999801635742,94640000,70894000,25582000,13574500,68868000
2018-01-08,40.97098159790039,62.34349822998047,55.08608627319336,187.39678955078125,22.42733383178711,41.26707113013924,62.65399932861328,55.30156499232495,188.0138763111986,22.468000411987305,40.87228150144981,61.60150146484375,54.82134139027681,185.45593991139518,21.03333282470703,40.97098159790039,61.79999923706055,54.851696120506524,186.32185393807256,21.066667556762695,82271200,85590000,20952000,17994700,147891000
2018-01-09,40.96627426147461,62.6349983215332,55.052249908447266,186.98870849609375,22.246000289916992,41.137817913571006,62.96649932861328,55.266733903058565,187.91435382049985,22.586666107177734,40.750081426545414,62.0880012512207,54.80198567654189,186.22233145364547,21.82666778564453,41.01797293783852,62.845001220703125,55.20851128645154,187.81481683948036,22.3439998626709,86336000,73226000,18050000,12393100,107199000
2018-01-10,40.95687484741211,62.71649932861328,54.87060546875,186.9588623046875,22.31999969482422,40.959227069190455,62.71649932861328,54.969635162119864,187.00863079835582,22.46666717529297,40.653735851431975,61.86149978637695,54.54713681920691,184.75923764433958,22.0,40.69133554284617,62.25749969482422,54.59640298111955,186.06309016750532,22.14666748046875,95839600,53720000,20856000,10529900,64648500
2018-01-11,41.18951416015625,63.83399963378906,55.01542282104492,186.88917541503906,22.530000686645508,41.23886419766653,63.8385009765625,55.06543314172067,187.51620975851665,22.987333297729492,41.003871531948754,62.823001861572266,54.72031940585792,186.50100551204432,22.21733283996582,41.02736864709842,62.98699951171875,55.05423663126874,187.51620975851665,22.349332809448242,74670800,62500000,19566000,9588600,99682500
2018-01-12,41.6148567199707,65.26000213623047,55.84847640991211,178.52857971191406,22.4146671295166,41.67830575348247,65.28800201416016,55.949499386222755,180.62868241811768,22.694000244140625,41.27646665551336,63.669498443603516,54.79795211705584,176.56781966543534,22.244667053222656,41.401012500667235,63.669498443603516,54.86065485509591,177.22472728437162,22.575332641601562,101672400,108874000,34410000,77551300,72376500
2018-01-16,41.40335464477539,65.24299621582031,55.82358932495117,177.5531768798828,22.67066764831543,42.15533039069963,66.99700164794922,56.72680857641678,180.89741582112072,23.0,41.39160429539936,64.61499786376953,55.628115510193794,177.20481264523306,22.31999969482422,41.8051900592319,66.1500015258789,56.35855390583773,180.6485885641453,22.502666473388672,118263600,144414000,31506000,36183800,97114500
2018-01-17,42.08719253540039,64.75,56.332183837890625,176.7668914794922,23.143999099731445,42.12244000488861,65.69999694824219,56.36303973481936,178.47882424230647,23.266666412353516,41.14017227430858,64.04399871826172,55.587211546039846,174.9753321710574,22.649999618530273,41.393961226031564,65.61199951171875,56.0455433001241,178.41909294268305,22.697999954223633,137547200,105076000,24052000,27992400,106552500
2018-01-18,42.12477493286133,64.66600036621094,56.223201751708984,178.95657348632812,22.971332550048828,42.32217145487102,65.2300033569336,56.358562215363385,180.13103089685436,23.48666763305664,41.88743368223294,64.20099639892578,55.611600410726815,176.24933160605107,22.916000366210938,42.15062426397553,64.69750213623047,56.30382118638972,177.2944091650246,23.044666290283203,124773600,80538000,23964000,23304900,85287000
2018-01-19,41.93679428100586,64.72899627685547,56.60737991333008,180.4395751953125,23.334667205810547,42.19998492909617,65.6500015258789,56.624799238074054,181.5145108168175,23.37266731262207,41.69005125556937,64.64949798583984,56.149051965396666,179.32483389325304,22.84000015258789,41.97204174790951,65.5999984741211,56.32471833794555,180.00165196036858,23.0,129700400,91570000,35564000,26826500,73324500
2018-01-22,41.59370040893555,66.3655014038086,57.518070220947266,184.5004425048828,23.437332153320312,41.77699439506781,66.37249755859375,57.7206097466184,184.52035293924786,23.85533332824707,41.49970478014586,64.83300018310547,56.487949470271175,179.56371788715904,23.280000686645508,41.66419892337951,64.8584976196289,56.60638797556325,179.951887827614,23.293333053588867,108434400,82802000,32360000,21059500,93156000
2018-01-23,41.60309600830078,68.12699890136719,58.22273254394531,188.4617919921875,23.519332885742188,42.167080503862,68.24500274658203,58.30518958660726,188.66085078301788,24.03333282470703,41.5514009256016,66.86699676513672,57.66437633872406,184.67961421756127,23.399999618530273,41.66419639043257,66.90450286865234,57.719117366493656,185.17726878824334,24.0,130756400,103386000,26662000,25678800,81981000
2018-01-24,40.940425872802734,67.87550354003906,57.93758010864258,185.67491149902344,23.05933380126953,41.66420377297994,69.40799713134766,58.71489657457081,189.76563241622563,23.649999618530273,40.70073233007495,66.9000015258789,57.77883189841178,185.64505344166665,22.90133285522461,41.65245342158767,68.74099731445312,58.58899373807738,188.99924017390876,23.6386661529541,204420400,136150000,28332000,24334500,79312500
2018-01-25,40.2096061706543,68.89749908447266,58.242637634277344,186.6005401611328,22.50933265686035,41.111977393216236,68.91699981689453,58.51982435504685,187.73519189326166,23.280000686645508,40.073309956980175,67.88099670410156,57.86393056988797,185.72467850697743,22.426666259765625,41.00858001831142,68.4000015258789,58.350126412774,187.06833663893437,23.218000411987305,166116000,95060000,29610000,17377700,101104500
2018-01-26,40.30360412597656,70.10250091552734,58.51484680175781,189.1087188720703,22.856666564941406,40.418751861085674,70.12650299072266,58.51484680175781,189.1087188720703,22.933332443237305,39.96286536521882,69.04550170898438,57.632524570199664,185.9336805831592,22.380666732788086,40.418751861085674,69.60050201416016,58.47702773067266,186.86927351700632,22.766666412353516,156572000,97146000,40376000,17759200,68091000
2018-01-29,39.46937942504883,70.88400268554688,58.50190734863281,185.10757446289062,23.302000045776367,39.98636269971639,71.56950378417969,59.064743663344295,187.9541589779271,23.389999389648438,39.26023604451814,70.02200317382812,58.322755588711765,184.75922540471308,22.552000045776367,39.98636269971639,70.45899963378906,58.54669718697021,187.86458480758526,22.656667709350586,202561600,114038000,27578000,20453200,71206500
2018-01-30,39.236724853515625,71.89099884033203,57.91020965576172,186.2422332763672,23.05466651916504,39.3307204835372,71.9625015258789,58.54868408417252,187.2972584886988,23.218000411987305,38.70329050959941,69.5999984741211,57.90174678000917,180.98700246184683,22.81133270263672,38.89833484831245,70.15850067138672,58.11623075354577,186.73988782461504,23.00933265686035,184192800,117438000,31126000,20858600,70765500
2018-01-31,39.34482955932617,72.54450225830078,58.22123718261719,186.0133056640625,23.62066650390625,39.582174502407675,73.62899780273438,58.373515794014494,188.93951666824896,23.746000289916992,39.12628804991519,72.50199890136719,57.68328455046716,184.35114139164045,23.012666702270508,39.213234209267384,72.56500244140625,58.25258665140914,187.48635878914843,23.167333602905273,129915600,128494000,30774000,43275100,93211500
2018-02-01,39.42706298828125,69.5,58.10976791381836,192.1842498779297,23.28333282470703,39.62445593598001,72.99400329589844,58.423285414694135,194.40380032981872,23.977333068847656,39.187369502816786,69.25700378417969,57.60316849438226,187.00864507281767,23.242000579833984,39.28371734123033,72.25,57.856470102457585,187.33709893144538,23.399999618530273,188923200,182276000,48242000,54211300,62965500
2018-02-02,37.716331481933594,71.49749755859375,55.33292007446289,189.38742065429688,22.916667938232422,39.19678633201018,74.9000015258789,55.8887856322617,193.29899344520533,23.463333129882812,37.62233582840989,70.69999694824219,55.10290752572842,189.08882487688817,22.700666427612305,39.008791439258424,73.86949920654297,55.83553671350694,191.13915926136931,23.229333877563477,346375200,222514000,97158000,26677500,55572000
2018-02-05,36.77401351928711,69.5,52.541141510009766,180.40972900390625,22.208667755126953,38.510609646343454,72.9489974975586,55.238365281934236,189.7158755251482,22.96466636657715,36.658865791013,66.03600311279297,52.35353067195023,179.76278413867004,22.200000762939453,37.38734468652647,70.13099670410156,54.272936781877995,186.0531299975739,22.531333923339844,290954000,229900000,75966000,33128200,66961500
2018-02-06,38.31085205078125,72.14199829101562,53.77529525756836,184.4407196044922,22.264667510986328,38.47299755556763,72.19950103759766,53.83053365466843,184.89856845477743,22.4146671295166,36.188868674453644,67.5895004272461,50.915689739015214,176.90623791250104,21.566667556762695,36.38391300733412,68.072998046875,51.116889022644585,177.73234625533001,21.680667877197266,272975200,221336000,68960000,37758500,76326000
2018-02-07,37.490745544433594,70.83899688720703,52.18183898925781,179.3347930908203,23.0,38.39781779449008,73.04949951171875,53.83401323152986,184.21181697651505,23.066667556762695,37.380302239625536,70.75749969482422,52.165911774271265,179.10587624163267,22.37733268737793,38.32497060834416,72.44999694824219,53.82206876946844,183.2861715813623,22.599332809448242,206434400,143254000,47384000,27601900,104538000
2018-02-08,36.45911407470703,67.5250015258789,49.839935302734375,170.77513122558594,21.01533317565918,37.83382273249862,71.6875,52.681475998224755,180.98699676690902,23.2413330078125,36.430916099598726,67.49700164794922,49.7971387394103,170.67559424418377,20.97333335876465,37.666976346465475,71.48400115966797,52.521733041757656,180.1608884203465,22.887332916259766,217562000,171572000,57182000,38478300,154719000
2018-02-09,36.90506362915039,66.9800033569336,51.64439010620117,175.2838897705078,20.69466781616211,37.25426978743227,69.17500305175781,51.95243273303929,176.0701772931132,21.398666381835938,35.449247698677205,63.29650115966797,49.39404710243005,166.3957714295385,19.650667190551758,37.06079201336703,68.67449951171875,50.622728429240894,173.94021638331782,21.32866668701172,282690400,282830000,70118000,39887600,194005500
2018-02-12,38.39154815673828,69.3115005493164,52.34904479980469,175.58248901367188,21.048667907714844,38.66996831387416,69.69049835205078,52.82479202693018,176.7171408256628,21.205333709716797,37.16460137519868,67.20050048828125,51.8010385149668,171.03391895449337,20.416667938232422,37.39819391405882,68.2334976196289,52.15297490392492,176.22943387971821,21.075332641601562,243278000,134778000,41154000,32092100,93417000
2018-02-13,38.776153564453125,70.72550201416016,52.35701370239258,172.3377685546875,21.577333450317383,38.87289425642231,70.98600006103516,52.66903528167146,175.14454757111807,21.612667083740234,38.1414453371129,69.17649841308594,51.95825238691592,172.28801524831223,20.833999633789062,38.21223129709824,69.29650115966797,52.003687667624966,174.79618330321944,21.001333236694336,130196800,118358000,25302000,21809400,68403000
2018-02-14,39.49107360839844,72.55249786376953,53.23286437988281,178.6779022216797,21.487333297729492,39.53118480155711,72.60299682617188,53.33338618548109,178.96653519177443,21.744667053222656,38.43165710592114,70.16799926757812,52.09077477639218,172.3975039375849,21.23466682434082,38.469406487508856,70.3125,52.200253030827376,172.6363684129151,21.389333724975586,162579600,119184000,31116000,28929700,59260500
2018-02-15,40.81713104248047,73.08799743652344,54.21919250488281,179.11582946777344,22.271333694458008,40.84072396278021,73.4469985961914,54.316680733524585,179.65328969084672,22.274667739868164,39.87568603465815,71.84200286865234,52.966124974371816,176.01045479789107,21.49333381652832,40.06208558641744,73.34449768066406,53.699152774178586,179.65328969084672,21.633333206176758,204588800,113054000,36868000,20922100,88693500
2018-02-16,40.68498611450195,72.43450164794922,54.48194885253906,176.52801513671875,22.365999221801758,41.24891186359116,73.29000091552734,54.97312217429743,179.0361982153312,22.874666213989258,40.52926135567007,72.3280029296875,54.15912563482566,175.47298996517847,22.109333038330078,40.66847143416159,72.86849975585938,54.16395505527953,178.15037376118786,22.166667938232422,160704400,89452000,33590000,20645300,84639000
2018-02-20,40.54814529418945,73.4175033569336,54.86314392089844,175.18435668945312,22.31800079345703,41.11678397015366,74.4384994506836,55.43493288728188,177.11525885569642,22.722667694091797,40.4466845808386,72.32450103759766,54.16942727231874,174.28858453616257,22.100000381469727,40.5953347328144,72.32450103759766,54.27144498486197,174.94549221508885,22.29800033569336,135722000,129984000,28462000,21204900,60141000
2018-02-21,40.364097595214844,74.14600372314453,55.305049896240234,177.075439453125,22.219999313354492,41.083744521436586,75.17449951171875,56.43121607306495,180.41967852003413,22.645999908447266,40.3499375255703,73.94599914550781,55.055731065383,175.57251304470122,22.211332321166992,40.77936963005102,74.25,55.062698035925635,175.8810716122027,22.402000427246094,149886400,126088000,30258000,23200800,48294000
