Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA,AAPL,AMZN,GOOG,META,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,40.70151901245117,74.26699829101562,55.07065963745117,178.150390625,23.077999114990234,41.043647002925816,75.12699890136719,55.876341371018604,179.3646690056973,23.16266632080078,40.51511943705846,73.78800201416016,54.86961223122796,176.5778003420115,22.316667556762695,40.536354148117624,74.76799774169922,55.546406908366876,177.86174246601442,22.368667602539062,123967600,97162000,26344000,18464200,104547000
2018-02-23,41.40935516357422,75.0,56.073909759521484,182.4302215576172,23.469999313354492,41.4447463346961,75.0,56.09829225913288,182.52975855521524,23.666000366210938,40.94689012575361,74.32499694824219,54.97531147626786,178.6679538940566,23.139999389648438,40.97756487427431,74.76699829101562,55.36974453756161,179.05612388514734,23.18866729736328,135249600,88362000,25220000,19007300,87261000
2018-02-26,42.228118896484375,76.09750366210938,56.917911529541016,184.0625,23.827999114990234,42.32721780967406,76.14199829101562,56.92836388412665,184.7890865597399,23.933332443237305,41.57689592395623,75.3499984741211,56.069182615216484,182.36052998612493,23.49066734313965,41.60992889501946,75.45999908447266,56.12417042904274,183.7141509359819,23.566667556762695,152648800,99100000,31182000,17599700,65100000
2018-02-27,42.09126281738281,75.5989990234375,55.65091323852539,180.60879516601562,23.39933204650879,42.58439912236913,76.33899688720703,56.93234228381612,183.833586915874,23.999332427978516,42.03699514179649,75.3604965209961,55.63648192744972,180.60879516601562,23.333999633789062,42.25878946852772,76.2249984741211,56.79300286879977,183.58475964197942,23.75,155712400,96176000,35482000,15849800,71961000
2018-02-28,42.02755355834961,75.62249755859375,54.97610855102539,177.48353576660156,22.87066650390625,42.6174305332886,76.43499755859375,56.11073385197309,182.02214308235156,23.682666778564453,42.011038875219455,75.5999984741211,54.90195871991783,177.30437222139437,22.814666748046875,42.29653731490885,75.97550201416016,55.88679604662816,181.44486195012547,23.504667282104492,151128400,90300000,37652000,18783000,91045500
2018-03-01,41.2913818359375,74.67250061035156,53.22391128540039,175.1147003173828,22.062000274658203,42.41922614891614,75.92449951171875,55.24434047651842,179.2750854179347,23.244667053222656,40.73925793718014,73.25,53.098555164211064,173.59187848036618,22.004667282104492,42.12664591864816,75.68000030517578,55.13237157050047,178.17029161586254,23.000667572021484,195208000,136704000,50318000,23201600,103284000
2018-03-02,41.57688903808594,75.01249694824219,53.69169235229492,175.79150390625,22.341333389282227,41.59812374446892,75.05249786376953,53.844916355504,176.27921087571562,22.347999572753906,40.689711790193535,72.75050354003906,52.15870436746652,172.178541881493,21.531333923339844,40.772296004336106,73.45500183105469,52.40578315074667,172.4771224880914,21.798667907714844,153816000,131752000,45432000,20025900,76392000
2018-03-05,41.72080612182617,76.18049621582031,54.28936004638672,179.5537567138672,22.22333335876465,41.93788034221472,76.26899719238281,54.596404117205424,180.30023854364305,22.516666412353516,41.17811877069374,74.05000305175781,53.19802873157425,175.06491811154459,21.952667236328125,41.34092533606568,74.71199798583984,53.503580693728146,175.37346150456474,22.159332275390625,113605600,104678000,24044000,16189300,57357000
2018-03-06,41.685420989990234,76.88200378417969,54.49488830566406,178.93667602539062,21.8799991607666,42.058223628667385,77.10649871826172,54.83278830053819,181.52448586501552,22.424667358398438,41.55800916173692,76.4000015258789,54.231886097244484,178.26982072386542,21.802000045776367,41.97800123308853,76.66000366210938,54.70190795914512,180.92729430595986,22.25,95154000,91234000,30656000,15086800,64285500
2018-03-07,41.2984619140625,77.25,55.22045135498047,182.84823608398438,22.15333366394043,41.49194326859992,77.29499816894531,55.348844847283,182.95772068926377,22.166667938232422,41.119140629629214,76.12550354003906,54.0182483037592,177.23469353200903,21.44933319091797,41.277227209390716,76.32599639892578,54.20277242237987,177.90154878699772,21.695999145507812,126814000,83482000,25850000,19097300,75109500
2018-03-08,41.749141693115234,77.59300231933594,56.03459167480469,181.48464965820312,21.940000534057617,41.79161111563829,77.74400329589844,56.114216363918985,183.53498388397196,22.219999313354492,41.307914779835706,77.26249694824219,55.37770317646833,180.5988252056949,21.751333236694336,41.40465188680179,77.5,55.50310864478062,182.69892792171473,22.19066619873047,95096400,77252000,27102000,17225900,53493000
2018-03-09,42.46642303466797,78.94450378417969,57.728572845458984,184.36109924316406,21.81133270263672,42.47114305865393,78.9469985961914,57.76639571508886,184.63978457452825,21.89933204650879,41.855311340290505,77.9540023803711,56.35612510580658,182.35058580792406,21.4913330078125,41.98980502146482,78.17500305175781,56.532239503583284,183.04729913633454,21.606666564941406,128740800,90686000,42560000,18526300,82602000
2018-03-12,42.87697219848633,79.91950225830078,57.95051956176758,183.89328002929688,23.034000396728516,43.03505877492221,80.2665023803711,58.57506388909688,185.22700559282305,23.1473331451416,42.520687848637365,79.33499908447266,57.59818826476442,183.35581986728604,21.766666412353516,42.53956074106664,79.62999725341797,57.91817535203288,184.36107646068112,21.907333374023438,128828400,103484000,43446000,15301200,123960000
2018-03-13,42.46405792236328,79.40899658203125,56.640228271484375,181.02682495117188,22.78933334350586,43.296963804528104,80.87699890136719,58.56063299138429,185.11754598187946,23.1473331451416,42.29181487826127,78.90049743652344,56.39936850674065,180.26043268758988,21.766666412353516,43.082247752101196,80.7979965209961,58.22422511208105,184.7393236619174,21.907333374023438,126774000,130638000,38144000,18067500,89487000
2018-03-14,42.103057861328125,79.55000305175781,57.203556060791016,183.3259735107422,21.775333404541016,42.59383591695677,80.3219985961914,57.656412950666066,183.38568962286377,22.65399932861328,41.95440771746431,79.54450225830078,56.802953349253194,180.9969540147365,21.595333099365234,42.546646480907,79.8499984741211,56.99056798432794,181.7434357906776,22.450666427612305,117473600,85188000,25828000,16821700,119511000
2018-03-15,42.152610778808594,79.11599731445312,57.20803451538086,182.99754333496094,21.706666946411133,42.52777530306526,79.84549713134766,57.78032462899132,183.13688601030637,22.190000534057617,42.01576247725302,78.90550231933594,56.45958066203582,181.3353788550503,21.406667709350586,42.11721959742761,79.75,57.22694594855007,182.38045651374728,21.958667755126953,90975200,81394000,27908000,15614300,98472000
2018-03-16,42.00395965576172,78.58399963378906,56.518802642822266,184.2217559814453,21.42333221435547,42.263503358462046,79.47200012207031,57.521552898494335,184.46063563064666,21.82666778564453,41.90957718178804,78.375,56.331191794562905,182.5496439986702,21.271333694458008,42.152606201744995,79.17250061035156,57.434965028550536,183.6245796392591,21.528667449951172,157618800,108500000,61840000,24403400,91759500
2018-03-19,41.36216354370117,77.24649810791016,54.73176574707031,171.75051879882812,20.90399932861328,41.874176193963066,78.08300018310547,55.83503775163387,176.33889390135988,21.383333206176758,40.975204491874,76.26750183105469,54.193813102914696,169.2622462960931,20.64466667175293,41.83878502471641,77.72650146484375,55.736505423639976,176.17964081625442,21.100000381469727,133787200,131616000,56118000,88140100,112264500
2018-03-20,41.3480224609375,79.32550048828125,54.62676239013672,167.36122131347656,20.703332901000977,41.71610515934998,79.3499984741211,54.999493410904826,169.40160803302504,21.083332061767578,41.27723649578347,77.27050018310547,53.9176197160848,161.1903078489395,20.583999633789062,41.3480224609375,77.51699829101562,54.690957232853044,166.68441840634694,20.9913330078125,78597600,91632000,36638000,129851800,71464500
2018-03-21,40.41129684448242,79.09300231933594,54.28687286376953,168.5954132080078,21.101999282836914,41.31262708006804,79.5,55.05423820168784,172.5865973586535,21.496000289916992,40.40893503213978,78.15850067138672,54.0017244253266,162.5339842409996,20.679332733154297,41.30082881932589,79.32250213623047,54.37943676088871,164.02694793852154,20.683332443237305,148219600,95016000,37578000,106598800,89376000
2018-03-22,39.84028625488281,77.24600219726562,52.20672607421875,164.11651611328125,20.606666564941406,40.743974474460806,78.69249725341797,53.889756443405744,169.47128390579698,21.254667282104492,39.781298566380066,77.12000274658203,52.04897638483232,162.95200629426867,20.545333862304688,40.11162818186632,78.27349853515625,53.83899816769737,165.35070485882497,20.926000595092773,165963200,126412000,53340000,73743000,74097000
2018-03-23,38.917720794677734,74.77799987792969,50.837703704833984,158.64231872558594,20.1026668548584,40.09275462767348,77.45099639892578,52.91735377332003,165.81850410418517,20.75,38.917720794677734,74.76799774169922,50.820288177925455,158.27405921412011,20.030000686645508,39.731750235606576,76.95050048828125,52.10470511853453,164.6639418895425,20.75,164115200,160120000,43134000,53609700,99823500
2018-03-26,40.76520538330078,77.79299926757812,52.412254333496094,159.30917358398438,20.278667449951172,40.843069550037704,77.84950256347656,52.53268611803008,160.34430356236098,20.506000518798828,39.27163694932265,74.9625015258789,50.18231480835478,148.32096770110778,19.423999786376953,39.65623776069293,76.5,52.053453421332954,160.06561822676997,20.48933219909668,150164800,112494000,53302000,126116600,125628000
2018-03-27,39.7199592590332,74.85250091552734,50.01809310913086,151.50595092773438,18.61199951171875,41.32678373013827,78.79850006103516,52.990962198141524,162.08609141664357,20.284666061401367,39.384909534396165,74.11599731445312,49.61102078815905,150.0428453501392,18.478666305541992,40.97993574470846,78.62000274658203,52.899446195784584,155.57676146178918,20.266666412353516,163690400,139992000,61906000,79117000,208080000
2018-03-28,39.281089782714844,71.57099914550781,49.99121856689453,152.3121337890625,17.185333251953125,40.11635766506289,72.79499816894531,50.970079836217764,155.1487704903695,17.91200065612793,38.97671482240663,69.30850219726562,48.80085753468074,150.09259898992926,16.80666732788086,39.46277291423723,72.3499984741211,49.664765687265415,150.93860252057155,17.6386661529541,166674000,274106000,67386000,60029200,315021000
2018-03-29,39.58781051635742,72.36699676513672,51.34629821777344,159.04043579101562,17.742000579833984,40.524535139187115,72.77349853515625,51.90415701313775,160.66279449804537,18.06399917602539,39.38017273588469,68.26000213623047,49.9086078816709,153.41694540194985,16.547332763671875,39.594888749753345,70.30000305175781,50.34305068867249,154.42220213430406,17.099332809448242,153594000,251622000,54536000,59434300,227560500
2018-04-02,39.32827377319336,68.59950256347656,50.08626937866211,154.66107177734375,16.832000732421875,39.86152483329798,71.06800079345703,51.496091885505685,158.4531968059537,17.35533332824707,38.8068245723238,67.75,49.28506396044805,153.38707741569027,16.305999755859375,39.3188373262577,70.88099670410156,50.899912832710946,157.06971784194513,17.083999633789062,150347200,209272000,53608000,36796000,241710000
2018-04-03,39.731746673583984,69.60250091552734,50.431636810302734,155.37770080566406,17.8353328704834,39.81668908765055,70.69999694824219,50.808847986327336,156.65169521078622,18.22333335876465,38.90356083667704,67.7665023803711,49.469192472441584,150.10255965374913,16.965999603271484,39.55478361097221,69.56900024414062,50.45651668022472,155.8156392300269,17.988000869750977,121112000,204624000,45502000,42543900,282666000
2018-04-04,40.49152755737305,70.52850341796875,51.01536560058594,154.37245178222656,19.12933349609375,40.58590646200957,70.76950073242188,51.193423899503216,154.830285476133,19.224666595458984,38.877624525947255,67.64399719238281,49.41594282576852,149.8039713437707,16.799999237060547,38.90357926477096,67.91200256347656,49.43634636746286,151.31684547030457,16.851999282836914,138422000,139646000,49694000,49885600,298450500
2018-04-05,40.77229690551758,72.5875015258789,51.14823913574219,158.59255981445312,20.381332397460938,41.109704804360064,72.97799682617188,51.89370882117015,160.81211020270698,20.417333602905273,40.60241205005233,71.35350036621094,50.766099831461354,155.9151757119389,19.213333129882812,40.72038744410746,72.09950256347656,51.8210548944268,160.80214739117127,19.28933334350586,107732800,128270000,27260000,41449600,286816500
2018-04-06,39.729400634765625,70.2614974975586,50.1146354675293,156.46258544921875,19.953332901000977,40.69679684658056,72.625,51.327886911814424,160.66279101161112,20.618667602539062,39.6869276145578,70.01300048828125,49.91508016399084,156.07441551275176,19.700000762939453,40.34051240081081,71.49849700927734,50.75957952873126,156.99009805038645,20.066667556762695,140021200,117646000,34928000,41644800,202804500
2018-04-09,40.12343215942383,70.30400085449219,50.53314971923828,157.1891632080078,19.310667037963867,40.840720969728224,71.92400360107422,51.7349578342318,159.77697301425755,20.633333206176758,40.076242721959105,70.12850189208984,50.4649721224147,155.3080295646195,19.28066635131836,40.08332095756265,71.25150299072266,50.60033257694242,157.0796937837121,20.024667739868164,116070800,84164000,35032000,34915200,153747000
2018-04-10,40.87845993041992,71.81099700927734,51.338836669921875,164.26580810546875,20.31333351135254,41.05542296042174,71.91899871826172,51.569741443577755,165.20140109468446,20.47333335876465,40.472624426923325,70.78500366210938,50.328622115516694,156.27347720249628,19.57866668701172,40.81947225375265,71.59950256347656,51.08006021658092,157.18915975718076,19.931333541870117,113634400,85082000,39490000,57889300,164847000
2018-04-11,40.687347412109375,71.35250091552734,50.75808334350586,165.53981018066406,20.062000274658203,41.036553509779665,72.43900299072266,51.325096001475,167.8588669261611,20.59866714477539,40.51274256311289,71.24449920654297,50.55404793348154,162.48420407601944,19.977333068847656,40.63779617106893,71.97200012207031,51.15719391852924,164.5843068005088,20.049333572387695,89726400,71650000,29678000,56144600,112243500
2018-04-12,41.088470458984375,72.42500305175781,51.38212966918945,163.10130310058594,19.60533332824707,41.2913882825573,72.60600280761719,51.789201979022,166.66451162652712,20.26333236694336,40.82892314965039,71.75299835205078,50.83099103781652,162.33492600139087,19.57866668701172,40.9162273902391,71.9749984741211,51.01038958200165,166.19671511807707,20.154666900634766,91557200,62700000,27140000,38263000,114132000
2018-04-13,41.22768783569336,71.53949737548828,51.22089767456055,163.7482452392578,20.022666931152344,41.48959340302573,72.98899841308594,52.07435352451669,164.92270260028707,20.26333236694336,41.02005355191269,71.22599792480469,50.90787755093458,163.00176346962417,19.73200035095215,41.239486097349115,72.45700073242188,51.798658900743554,163.80796135087482,20.239999771118164,100497200,73706000,24460000,19990600,109908000
2018-04-16,41.48486328125,72.07499694824219,51.65433883666992,164.0568084716797,19.413999557495117,41.57216390809475,72.3499984741211,51.91609950240958,165.00234912359446,19.977333068847656,41.2512707387593,71.3740005493164,51.09499170973459,162.62356087048948,19.267332077026367,41.29846016947747,72.25,51.605570042410434,164.94263300474694,19.933332443237305,86313600,56172000,24224000,18119400,95077500
2018-04-17,42.055877685546875,75.19149780273438,53.45481491088867,167.86883544921875,19.179332733154297,42.22104254825026,75.3594970703125,53.63993890703335,168.20723689626863,19.47800064086914,41.624087229985456,72.85099792480469,52.16591770546595,164.88290816703645,18.833999633789062,41.64296372862641,73.11499786376953,52.320686970193314,165.0521088905614,19.257999420166016,106421600,102288000,46406000,22743000,105000000
